,label,id
0,0,64aa79f3-e9fa-417c-a332-714b8ce933f1
1,0,4e670f9e-7feb-458f-b529-ac52547abe2b
2,0,a864ee52-d91e-46e7-94d1-2418e9bb2877
3,0,bfe77c38-c9eb-47fb-b3d6-31ffdefb6ff9
4,0,698870d7-8bed-474a-879b-61d8338359fd
5,0,a92e56b7-94fc-41b4-ba6c-f2f224f42bb8
6,0,dc1ef5c1-b1bb-4773-8e9d-6819a5f97298
7,0,244482c3-b882-4e3c-acfc-d59849257cbc
8,0,a149e8bb-2c7c-4bc0-a987-b31345bcc183
9,0,e90fda86-3556-4dfe-bd29-2ed70ce4af35
10,0,a32925f6-4528-475a-b06f-ccf6a5a34478
11,0,0bfdee7b-61fb-4bb6-a56a-c04231b6fa4c
12,0,49169024-9822-454c-ba5b-e764758a92cd
13,0,22bb2285-6a04-4765-a618-d955f4944f9d
14,0,966c07cf-70fa-48df-8885-faf7f759c15b
15,0,31b1afb2-9cbb-4cb1-831f-70e88762d2e6
16,0,8e2d6fb0-4cbd-46e6-8758-5940dc0d7d89
17,0,03acea35-dbe3-47ad-a523-30e87894d05e
18,0,912bb259-3ad9-457b-9db1-ce1da9016057
19,0,b166d305-b852-4bdd-83f4-465b20da94fa
20,0,68f5a29d-0075-4d60-81c1-ab684a82e50c
21,0,f6a309d7-d247-446a-9b5e-aceefdd4334d
22,0,2c2b3a6f-15b3-4289-937a-15482d9f5781
23,0,5e8d17b2-f8e7-403b-bbb1-fa8dfdd3ae6a
24,0,ed2f3144-6eeb-47a8-855b-76df8774f39b
25,0,570bbec2-55e6-4e8b-834c-dfa45bea3e94
26,0,1f99d362-7518-43c9-b50d-c28769512db8
27,0,30ea4203-cc60-46fd-9554-5e72ad63c30e
28,0,4794e3ac-d1d8-4bd3-914e-701692552dcd
29,0,2326f745-cb46-4cd9-ba13-36f7b8f2af6b
30,0,a8a29571-d6b2-426e-9643-e33286b9c11b
31,0,a04f1742-1b1b-4136-994e-9a7591face37
32,0,26b41a2a-9c1e-4046-8acd-4fe6da1df99e
33,0,0a5434df-2acd-4a35-bbaf-e7078b056a6d
34,0,20cf26ce-6b81-4b3a-bc6e-e8c88112109a
35,0,2a79560c-e04a-4640-9552-0f17ef72881c
36,0,990e5b83-ceed-4278-8292-3508de709b3f
37,0,3e700953-0241-4438-b644-402829904239
38,0,dd1df6e6-aa24-417e-8f39-6a7adb85d501
39,0,501f151f-067c-4cbb-9ee9-5cce9870f5fa
40,0,0ba37ad2-caf9-498b-8f60-634c6a05a798
41,0,ad20ee4a-5318-4bad-8def-69da584a18b3
42,0,8bf7ff45-0ddd-4911-a947-9f8913e02799
43,0,94cf20e2-8ee2-4b16-99e5-5a41de67642f
44,0,15bbc76e-4765-4ca8-9178-2f349458f6dd
45,0,e47abda6-0e01-4359-97c4-0c15e582ab60
46,0,b8c0f58f-0e32-4d70-8567-ab89c2725b70
47,0,9267630a-85f0-49c1-9bd7-dbe9e2346fdc
48,0,f133c606-e60e-4944-bda4-9b0e09e0801c
49,0,8be10176-418d-4e0a-8319-f5e6e4fe7fc2
50,0,d16e4be9-3311-4df5-83f5-2dabd095cd50
51,0,bd9568ef-58e0-477c-9787-7c5955f65412
52,0,eaa6e438-9b07-4861-a525-7afc5661301a
53,0,6a00aa2d-276c-4e51-b4fe-26417d406765
54,0,d4e7f433-adf1-41ce-a2fa-e196c3db705d
55,0,6d9a2cc7-a9e9-46c1-8a44-f1a4a2b83982
56,0,1f7fde3b-0d51-4039-ad4a-262e53a7c9a0
57,0,59c9cac7-239e-4c22-a602-4d4bacf17025
58,0,b102088e-ce04-4d43-ab58-11989134b1ed
59,0,b2fa3937-ac6f-42d8-af01-eb493408eda1
60,0,ad9b5dab-4531-47ac-8290-fc647a12c201
61,0,7af36058-ba20-43a1-8ba7-a217c491cdf0
62,0,37052516-024c-4b12-9048-682001f70112
63,0,369679cd-a3b5-4721-8186-6d545b3d1430
64,0,5b3d1f41-ed87-4010-82df-9069bd704f66
65,0,f6e8ae20-1caa-4861-8064-f9893fa5b0c9
66,0,e7b06028-cb9c-4b9b-8cf7-7d9b67158d3d
67,0,ebbd6126-098e-425e-994e-a97bd6bf158f
68,0,1fdb961b-52cf-4390-8f58-cdf9b1b32003
69,0,876f1b35-33a8-46dc-acf8-d3de08f33066
70,0,4ad195b5-2745-4ee0-a9f8-98fcc57d376d
71,0,fc31f446-f3fb-4552-b585-d413a6a4cca3
72,0,c53a7489-6a76-43f9-8b83-aebb9523185c
73,0,44e02d2b-eea5-485a-b59f-667407160a06
74,0,f8945e45-209a-43ea-92ee-6104a924e5c4
75,0,22678487-4f83-4e4f-aa27-5b78690ed6f9
76,0,cf54ca20-6809-4424-ba82-e5f30a253646
77,0,f15aa8d7-8566-4c14-8ebd-136afdd56eff
78,0,ea50f61a-248e-4815-bbb0-c57c859c3377
79,0,bb641697-c5cc-4922-929f-b4fbae336084
80,0,51a92e3e-d158-433b-abf3-825b776d347f
81,0,e53ea82a-a3dd-46c6-a954-e9d96b84f2a3
82,0,98624829-36ab-4694-a6b9-30d5d1d743b7
83,0,978bac46-62fc-482d-b1d7-7ebca2efff11
84,0,ff887f62-01ac-4b5a-bcab-0ad2f328424a
85,0,dd918f6c-6776-4f6f-b892-3d43ae093e5a
86,0,6f83c40c-be3e-4614-98cc-c941da1efa3a
87,0,528e6eb1-8483-4759-88ca-c512f2746ce3
88,0,fcdd5c6d-0997-4e41-b410-8d63c9b64f71
89,0,4b8d16d5-f933-46c2-8eed-a2bc5643459a
90,0,745fe9bc-164b-4d19-b4c9-ba8ba065f9f6
91,0,de4843e6-31de-4ca2-ab98-94aa9a083cc8
92,0,d58c2f00-007b-4239-88d9-0185a1c381ee
93,0,744f71d3-ad60-49a0-bbde-617f4d8bb302
94,0,c45a7fd7-78e6-4583-81a9-a43a71c4b150
95,0,f001e400-c88d-427c-ae6e-46f856d52112
96,0,c1f94224-0ebf-4481-829b-8fa737383a30
97,0,9217a360-5c7d-490d-96d9-67091e638799
98,0,9519c072-08fd-433d-9d9c-057eb2a3be97
99,0,1052795e-fd6d-4380-8b4e-b329dfc2abbe
100,0,74163945-7bf0-4c83-9c8b-e1f7b5bf5499
101,0,72c85092-cd89-4bbc-836b-448d0febc8bb
